loss,delay,fast_recovery,md5_hash,ttc
5.0,20,1,1f9643fcd1d8df87f6a313d72d02db39,18.47775387763977
5.0,20,0,1f9643fcd1d8df87f6a313d72d02db39,45.410725355148315
