loss,delay,fast_recovery,md5_hash,ttc,Estimated_RTT
0.0,20,1,9819946bc25d7dd1fa7591f9d77748ff,9.005450817655893,[1] 439557

0.5,20,1,9819946bc25d7dd1fa7591f9d77748ff,8.49352510858551,[1] 439791

1.0,20,1,9819946bc25d7dd1fa7591f9d77748ff,4.9743785664742255,[1] 440039

1.5,20,1,9819946bc25d7dd1fa7591f9d77748ff,4.232491424792235,
