loss,delay,fast_recovery,md5_hash,ttc,Estimated_RTT
0.0,20,1,1f9643fcd1d8df87f6a313d72d02db39,0.11984329802354149,[1] 619049

0.5,20,1,1f9643fcd1d8df87f6a313d72d02db39,0.02191301040442798,
1.0,20,1,1f9643fcd1d8df87f6a313d72d02db39,0.01707613803019029,
1.5,20,1,1f9643fcd1d8df87f6a313d72d02db39,0.01292747937040671,
