loss,delay,fast_recovery,md5_hash,ttc
1,120,0,19b990b63f378207aa527cb6375c96a4,1.3004209995269775
1,120,0,e60bb327ef507a83f64d425faa583a2a,1.2735600471496582
1,120,0,13e4452d71cfe9c70c3ba3d351348721,1.4641797542572021
1,140,1,5466be80853a6375aa89b69e19faa873,1.4722142219543457
1,140,1,3c2a04bf09dc0814df2111819f2ede04,1.4765727519989014
1,140,1,83c31510ffc639e6efd17edb928d567f,1.4773809909820557
1,140,1,1eeac9a21793e030a13b619af4419d37,1.451685905456543
1,140,1,0ee4a91a4d0e7cd06872eb22863ab4d3,1.4496054649353027
1,140,0,0ee4a91a4d0e7cd06872eb22863ab4d3,2.908557176589966
1,140,0,d41d8cd98f00b204e9800998ecf8427e,1.4347577095031738
1,140,0,5d492e63994b33a6f708b5828a442498,1.457536220550537
1,140,0,824dd5dc66a19ca20e684d520fc7112c,1.4528429508209229
1,140,0,4500a9ae61ce1465fae7b4adbd4fd6da,1.4785807132720947
1,160,1,0b82a8ede7b59205648e5a7c83f5dfdf,1.629004955291748
1,160,1,cfb21928ef95eeea10a8d1e5d933882b,1.6990747451782227
1,160,1,f17664807db2e2442b33558b64908eaf,1.6585919857025146
1,160,1,f2ae2e511193bd163d07dd601fc571ca,1.626856803894043
1,160,1,13e4452d71cfe9c70c3ba3d351348721,1.9251503944396973
1,160,0,8c251d8ba3fa9aaaddb7fcba97b93000,1.6724300384521484
1,160,0,14a0122754f67323d371636069f68f40,1.6642086505889893
1,160,0,5466be80853a6375aa89b69e19faa873,1.6416714191436768
1,160,0,90f24bd4234179c26c2ed5d71039b642,1.6634559631347656
1,160,0,0948037e47f6dd6f40652fbe22beea2a,1.6444592475891113
1,180,1,13e4452d71cfe9c70c3ba3d351348721,1.811774492263794
1,180,1,13e4452d71cfe9c70c3ba3d351348721,3.1257236003875732
1,180,1,7e35667e4962ef37e44bbee589e27bd1,1.8186182975769043
1,180,1,f3b37ee794cb2d753876f1c626a76cd6,1.8481762409210205
1,180,1,55f9658e4968470309e7683f994ca659,2.857828140258789
1,180,0,cf2961644f73c5df7146c48f29419827,1.8333606719970703
1,180,0,c8ae4f3e822853cfd6cb37b227f29a1d,1.812551736831665
1,180,0,5d492e63994b33a6f708b5828a442498,1.8388779163360596
1,180,0,567f39c53c3bc9eb28ccd6c42f3759f7,1.8081507682800293
1,180,0,3a484a835d9af31dec3091daf05df30c,1.8110051155090332
1,200,1,b9760b72b7827f5c986b018802d3f370,2.0234177112579346
1,200,1,13e4452d71cfe9c70c3ba3d351348721,1.996706485748291
1,200,1,f271dbdaa2abbccf5bb0667bde28edbb,2.0019567012786865
1,200,1,f271dbdaa2abbccf5bb0667bde28edbb,2.003574848175049
1,200,1,af91730a9f50ad2741700897fc198094,1.9930410385131836
1,200,0,c231f42a494970ef6a7927f827453797,1.9977974891662598
1,200,0,8c251d8ba3fa9aaaddb7fcba97b93000,2.009995460510254
1,200,0,7e35667e4962ef37e44bbee589e27bd1,1.996612787246704
1,200,0,5466be80853a6375aa89b69e19faa873,1.9897816181182861
1,200,0,0843815b7a5e4280e13db8ef6a8cdcb5,1.9855902194976807
