loss,delay,fast_recovery,md5_hash,ttc,Estimated_RTT
0.0,20,1,a2986b4fb687c4fb8f795ded33ed12a7,1.5478517111185455,[1] 617274

0.5,20,1,a2986b4fb687c4fb8f795ded33ed12a7,0.22294946795661508,[1] 617557

1.0,20,1,a2986b4fb687c4fb8f795ded33ed12a7,0.16558994472275612,[1] 617980

1.5,20,1,a2986b4fb687c4fb8f795ded33ed12a7,0.1297831429487183,[1] 618429

